Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2014,Essex,Schroon River,Schroon,May,20000,Landlocked Salmon,1.1
2014,Essex,Shaw Pond,Newcomb,October,1000,Brook Trout,3.9
2014,Essex,Shingle Tree Pond,North Hudson,September,150,Brook Trout,3.8
2014,Essex,Slide Brook,KEENE,April,350,Brook Trout,7
2014,Essex,South Meadow Brook,North Elba,May,600,Brook Trout,8.3
2014,Essex,Spectacle Pond,Schroon,September,1200,Brook Trout,3.8
2014,Essex,SPECTACLE POND BROOK,SCHROON,April,500,Brook Trout,8
2014,Essex,Springhill Pond,Ticonderoga,September,1000,Brook Trout,3.8
2014,Essex,Springhill Pond,Ticonderoga,September,500,Rainbow Trout,5.2
2014,Essex,Spruce Hill Brook,KEENE,May,100,Brown Trout,13
2014,Essex,Spruce Mill Brook,Lewis,June,300,Brook Trout,8.6
2014,Essex,Spruce Mill Brook,Lewis,May,1000,Brook Trout,8.5
2014,Essex,Spruce Mill Brook,Lewis,June,260,Brown Trout,9.2
2014,Essex,Spruce Mill Brook,Lewis,May,860,Brown Trout,8.9
2014,Essex,SPRUCE MILL BROOK,LEWIS,June,400,Brook Trout,9
2014,Essex,Stevens Pond,WILMINGTON,May,400,Brown Trout,13
2014,Essex,Stony Pond,Minerva,October,2900,Brook Trout,3.7
2014,Essex,The Branch,Elizabethtown,May,600,Brook Trout,8.4
2014,Essex,THE BRANCH,Elizabethtown,April,400,Brook Trout,7
2014,Essex,THE BRANCH,NORTH HUDSON,June,200,Brook Trout,9
2014,Essex,Third Lake Essex Chain,Minerva,May,300,Landlocked Salmon,6.7
2014,Essex,Third Lake Essex Chain,Minerva,May,1580,Rainbow Trout,8.2
2014,Essex,Tom Peck Pond,North Elba,October,400,Brook Trout,4
2014,Essex,Triangle Pond,North Hudson,September,300,Brook Trout,3.8
2014,Essex,Trout Brook,TICONDEROGA,April,500,Brook Trout,7
2014,Essex,Trout Brook,MINERVA,May,400,Brook Trout,8
2014,Essex,Trout Brook,Minerva,May,1300,Brook Trout,9.7
2014,Essex,Trout Brook,TICONDEROGA,April,200,Brown Trout,13
2014,Essex,Trout Brook,Ticonderoga,May,260,Brown Trout,8.9
2014,Essex,Trout Pond,Moriah,September,500,Brook Trout,3.8
2014,Essex,Twentyninth Pond,Minerva,September,300,Brook Trout,4.2
2014,Essex,Twentyninth Pond,Minerva,May,90,Brown Trout,8.3
2014,Essex,Upper Cascade Lake,KEENE,May,500,Brook Trout,8
2014,Essex,Upper Cascade Lake,North Elba,September,2100,Brook Trout,4.2
2014,Essex,Upper Preston Pond,Newcomb,October,500,Brook Trout,4
2014,Essex,Upper Twin Pond,North Hudson,September,250,Brook Trout,3.4
2014,Essex,Vanderwacker Pond,North Hudson,May,250,Brown Trout,8.5
2014,Essex,Ward Pond,Newcomb,May,127,Brown Trout,8.2
2014,Essex,Warren Pond,North Elba,October,300,Brook Trout,4
2014,Essex,West Branch Ausable,WILMINGTON,April,700,Brown Trout,13
2014,Essex,West Branch Ausable,WILMINGTON,April,600,Brown Trout,17
2014,Essex,West Branch Ausable,WILMINGTON,May,900,Rainbow Trout,13
2014,Essex,West Branch Ausable,WILMINGTON,May,300,Rainbow Trout,18
2014,Essex,West Branch Ausable River,North Elba,April,800,Brook Trout,8.5
2014,Essex,West Branch Ausable River,NORTH ELBA,June,500,Brook Trout,9
2014,Essex,West Branch Ausable River,North Elba,May,350,Brook Trout,8.3
2014,Essex,West Branch Ausable River,Jay,May,2070,Brown Trout,8.1
2014,Essex,West Branch Ausable River,North Elba,May,2930,Brown Trout,8.1
2014,Essex,West Branch Ausable River,Wilmington,May,4820,Brown Trout,8.1
2014,Essex,West Branch Ausable River,Jay,May,2233,Brown Trout,8.3
2014,Essex,West Branch Ausable River,North Elba,May,3160,Brown Trout,8.3
2014,Essex,West Branch Ausable River,North Elba,May,2410,Brown Trout,8.3
2014,Essex,West Branch Ausable River,Wilmington,May,5190,Brown Trout,8.3
2014,Essex,West Branch Ausable River,Wilmington,May,175,Brown Trout,9.2
2014,Essex,West Branch Ausable River,North Elba,May,100,Brown Trout,9.2
2014,Essex,West Branch Ausable River,Jay,May,50,Brown Trout,9.2
2014,Essex,West Branch Ausable River,North Elba,May,75,Brown Trout,9.2
2014,Essex,West Branch Ausable River,NORTH ELBA,May,700,Brown Trout,13
2014,Essex,West Branch Ausable River,Wilmington,May,495,Brown Trout,13.7
2014,Essex,West Branch Ausable River,Jay,May,140,Brown Trout,13.7
2014,Essex,West Branch Ausable River,North Elba,May,275,Brown Trout,13.7
2014,Essex,West Branch Ausable River,North Elba,May,250,Brown Trout,13.7
2014,Essex,West Branch Ausable River,Jay,June,250,Rainbow Trout,14
2014,Essex,West Branch Ausable River,Jay,June,25,Rainbow Trout,18
2014,Essex,West Branch Ausable River,NORTH ELBA,May,700,Rainbow Trout,13
2014,Essex,West Branch Ausable River,NORTH ELBA,May,300,Rainbow Trout,17
2014,Essex,West Branch of the Ausable River,WILMINGTON,July,815,Brown Trout,14
2014,Essex,West Branch of the Ausable River,WILMINGTON,July,220,Brown Trout,17
2014,Essex,West Branch of the Ausable River,NORTH ELBA,July,750,Rainbow Trout,15
2014,Essex,West Branch of the Ausable River,NORTH ELBA,July,206,Rainbow Trout,18
2014,Essex,West Branch of the Ausable River,WILMINGTON,July,110,Rainbow Trout,18
2014,Essex,Westport Club Pond,Westport,April,100,Brook Trout,8.5
2014,Essex,Westport Reservoir,Westport,April,700,Brook Trout,7
2014,Essex,Westport Reservoir 1,Westport,April,100,Brook Trout,8.5
2014,Essex,Westport Reservoir 2,Westport,April,100,Brook Trout,8.5
2014,Essex,"White Brook, and T-3 of White Brook",WILMINGTON,May,300,Brook Trout,8
2014,Essex,Whortleberry Pond,Schroon,September,1900,Brook Trout,3.8
2014,Essex,Willsboro Club Pond 1,Willsboro,April,100,Brook Trout,8.5
2014,Essex,Willsboro Club Pond 2,Willsboro,April,90,Brown Trout,8.4
2014,Essex,Willsboro Club Pond 2,Willsboro,April,80,Rainbow Trout,8.9
2014,Essex,Winch Pond,Wilmington,October,550,Brook Trout,4
2014,Essex,Winch Pond,Wilmington,October,250,Brown Trout,0.4
2014,Essex,Wolf Pond,North Hudson,September,2300,Brook Trout,3.8
2014,Franklin,Alder Brook,Franklin,May,400,Brook Trout,8.3
2014,Franklin,Ampersand Brook,Harrietstown,May,700,Brook Trout,8.3
2014,Franklin,Bear Pond,Harrietstown,October,1400,Brook Trout,4.2
2014,Franklin,Benz Pond,Waverly,September,700,Brook Trout,4.1
2014,Franklin,Bickford Pond,Santa Clara,October,500,Brook Trout,4.2
2014,Franklin,Big Hope Pond,Franklin,October,700,Brook Trout,4.5
2014,Franklin,Big Pine Pond,Harrietstown,May,250,Lake Trout,6.9
2014,Franklin,Black Pond,Brighton,May,2800,Brook Trout,2.5
2014,Franklin,Black Pond,Santa Clara,October,300,Brook Trout,3.9
2014,Franklin,Black Pond,Santa Clara,May,120,Rainbow Trout,8.7
2014,Franklin,Bone Pond,Santa Clara,October,400,Brook Trout,4.2
2014,Franklin,Boy Scout Clear Pond,Duane,May,400,Splake,8.4
2014,Franklin,Chateaugay,Chateauugay,May,38,Brown Trout,9
2014,Franklin,Chateaugay,Chateaugay,May,37,Brown Trout,9
2014,Franklin,Chateaugay River,Chateaugay,April,1000,Brook Trout,8.4
2014,Franklin,Chateaugay River,Chateaugay-Bellmont,April,1500,Brook Trout,8.4
2014,Franklin,Chateaugay River,Chateaugay,April,4200,Brook Trout,8.4
2014,Franklin,Chateaugay River,Chateaugay-Bellmont,April,1290,Brown Trout,8.1
2014,Franklin,Chateaugay River,Chateaugay,May,188,Brown Trout,14.1
2014,Franklin,Chateaugay River,Chateaugay,May,113,Brown Trout,14.1
2014,Franklin,Chateaugay River,Chateaugay,May,320,Rainbow Trout,10.3
2014,Franklin,Chateaugay River,Chateaugay,May,1420,Rainbow Trout,10.3
2014,Franklin,Chub Pond,Franklin,May,127,Brown Trout,8.2
2014,Franklin,Clamshell Pond,Santa Clara,October,1500,Brook Trout,4.2
2014,Franklin,Conley Line Pond,Harrietstown,October,75,Brook Trout,4.2
2014,Franklin,Dawson Pond,Harrietstown,October,300,Brook Trout,4
2014,Franklin,Debar Pond,Duane,May,130,Landlocked Salmon,7.3
2014,Franklin,Debar Pond,Duane,May,500,Splake,8.4
2014,Franklin,Deer Pond,Santa Clara,May,454,Brown Trout,8.2
2014,Franklin,Deer Pond,Brighton,May,216,Brown Trout,8.2
2014,Franklin,Deer Pond,Santa Clara,May,300,Lake Trout,6.8
2014,Franklin,Deer River,Dickinson,May,2660,Brown Trout,8.9
2014,Franklin,Deuel Pond,Santa Clara,September,150,Brook Trout,4.2
2014,Franklin,Drain Pond,Bellmont,April,120,Rainbow Trout,8.5
2014,Franklin,Echo Pond,Santa Clara,October,500,Brook Trout,3.9
2014,Franklin,Federation Pond,Santa Clara,October,200,Brook Trout,3.9
2014,Franklin,Fishhole Pond,Franklin,May,250,Brook Trout,8.3
2014,Franklin,Follensby Clear Pond,Santa Clara,April,300,Landlocked Salmon,6.9
2014,Franklin,Grass Pond,Santa Clara,October,650,Brook Trout,4.2
2014,Franklin,Grass Pond,Santa Clara,October,1550,Brook Trout,4.2
2014,Franklin,Grass Pond,Franklin,October,400,Brook Trout,4.5
2014,Franklin,Green Pond,Santa Clara,October,650,Brook Trout,4.2
2014,Franklin,Green Pond,Santa Clara,May,520,Brown Trout,8.1
2014,Franklin,Green Pond,Santa Clara,November,50,Landlocked Salmon,25.9
2014,Franklin,Green Pond,Santa Clara,May,300,Splake,8.4
2014,Franklin,Hatch Brook,Bellmont,April,400,Brown Trout,8.4
2014,Franklin,Hoel Pond,Santa Clara,May,900,Lake Trout,6.8
2014,Franklin,Hoel Pond,Santa Clara,April,500,Landlocked Salmon,6.9
2014,Franklin,Horseshoe Pond,Santa Clara,October,4000,Brook Trout,3.9
2014,Franklin,Horseshoe Pond,Santa Clara,May,790,Rainbow Trout,8.4
2014,Franklin,Kit Fox Pond,Santa Clara,October,250,Brook Trout,4.2
2014,Franklin,Kiwassa Lake,Saranac Lake,June,5200,Walleye,1.6
2014,Franklin,Lake Clear,Harrietstown,October,5000,Brown Trout,5.4
2014,Franklin,Lake Clear,Harrietstown,April,1200,Landlocked Salmon,6.9
2014,Franklin,Lake Colby,Harrietstown,October,5000,Brown Trout,5.4
2014,Franklin,Lake Colby,Harrietstown,November,52,Landlocked Salmon,23.6
2014,Franklin,Lake Colby,Harrietstown,May,2680,Rainbow Trout,8.7
2014,Franklin,Lake Kushaqua,Loon Lake,June,600,Lake Trout,6.7
2014,Franklin,Lake Kushaqua,Loon Lake,May,1300,Lake Trout,6.9
2014,Franklin,Lawrence Brook,Dickinson,April,210,Brown Trout,8.4
2014,Franklin,Ledge Pond,Santa Clara,May,1200,Brook Trout,2.5
2014,Franklin,Lindsey Pond,Harrietstown,October,200,Brook Trout,4.2
2014,Franklin,Little Ampersand Pond,Harrietstown,October,650,Brook Trout,4
2014,Franklin,Little Black Pond,Santa Clara,October,200,Brook Trout,3.9
2014,Franklin,Little Clear Pond,Waverly,September,200,Brook Trout,4.2
2014,Franklin,Little Green Pond,Saranac Inn,May,500,Round Whitefish,0.1
2014,Franklin,Little Hope Pond,Franklin,May,150,Brook Trout,8.3
2014,Franklin,Little Long Pond (East),Santa Clara,May,790,Rainbow Trout,8.4
2014,Franklin,Little Long Pond (East),Santa Clara,May,350,Splake,8.4
2014,Franklin,Little Long Pond (West),Santa Clara,October,1200,Brook Trout,4.2
2014,Franklin,Little Pine Pond,Harrietstown,October,450,Brook Trout,4
2014,Franklin,Little Polliwog Pond,Santa Clara,October,900,Brook Trout,3.9
2014,Franklin,Little Salmon River,Moira & Bangor,April,1460,Brown Trout,8.1
2014,Franklin,Little Salmon River,Brushton,May,37,Brown Trout,9.2
2014,Franklin,Little Salmon River,Moira & Bangor,May,113,Brown Trout,14.1
2014,Franklin,Little Trout River,"Burke, Bellmont",April,680,Brown Trout,8.1
2014,Franklin,Little Trout River,"Burke, Constable",April,1120,Brown Trout,8.1
2014,Franklin,Little Trout River,Burke,May,25,Brown Trout,9
2014,Franklin,Little Trout River,"Burke, Constable",May,75,Brown Trout,14.1
2014,Franklin,Long Pond,Waverly,September,1000,Brook Trout,4.2
2014,Franklin,Loon Pond,Brighton,October,1100,Brook Trout,3.9
2014,Franklin,Lost Pond,Brighton,October,300,Brook Trout,3.9
2014,Franklin,Lydia Pond,Santa Clara,October,625,Brook Trout,4.2
2014,Franklin,malone Village Pond,Malone,May,25,Brown Trout,9
2014,Franklin,Malone Village Pond,Malone,June,100,Brook Trout,9.7
2014,Franklin,Malone Village Pond,Malone,May,90,Brown Trout,9
2014,Franklin,Malone Village Pond,Malone,May,75,Brown Trout,14.1
2014,Franklin,Meacham Lake,Duane,May,2600,Splake,8.4
2014,Franklin,Meadow Pond,Harrietstown,October,900,Brook Trout,4.2
2014,Franklin,Mountain Pond,Brighton,May,2500,Brook Trout,2.5
2014,Franklin,Mountain Pond,Harrietstown,October,400,Brook Trout,4
2014,Franklin,Mountain Pond,Santa Clara,October,500,Brook Trout,4.2
